,Etv5,Ddit4,Nefl,Nanog,Ifitm1,Sox2,Sall4,Tcf7,Slc7a3,Otx2,Cldn4,Pim1,Pou5f1,Col18a1,Sgce,Tdgf1,Dnmt3b,Sparc,Tfb1m,Id3,Stat3,Nodal,Esrrb,Pim2,1190005I06Rik,Tdh,1700019D03Rik,Schip1,Galk1,Mycn,Fxyd6,Gbx2,Tspan17,Spry4,Ifitm3,Slc7a7,Upp1,Cds1,Nptx2,Sdc4,Fgfbp1,Klf6,Slc2a3,Nr5a2
cell_567,0.66591734,0.66591734,0.0,0.66591734,1.0621386,0.0,0.66591734,0.0,0.66591734,0.0,0.0,0.0,1.3451664,1.7459556,1.0621386,0.66591734,0.0,0.66591734,0.0,0.66591734,0.66591734,0.0,1.0621386,0.66591734,0.0,2.5140853,0.0,0.0,0.66591734,0.0,0.66591734,1.0621386,0.66591734,0.66591734,0.66591734,0.0,0.66591734,0.0,0.66591734,0.66591734,0.0,1.0621386,1.565507,1.3451664
cell_568,1.1577606,0.0,0.0,1.010232,0.0,1.502404,1.8307741,0.362251,0.362251,0.362251,0.0,0.362251,2.0775588,1.010232,0.0,0.362251,1.010232,1.4001766,0.362251,0.362251,0.0,0.362251,1.6800073,0.62760496,0.0,1.96176,1.010232,0.362251,0.0,0.362251,1.1577606,0.0,0.8371084,1.1577606,0.0,0.0,0.0,0.8371084,0.62760496,0.362251,0.0,0.0,0.62760496,0.8371084
cell_569,0.87648743,0.0,0.0,0.87648743,1.054287,1.5560068,1.2051951,0.0,0.38354802,0.38354802,0.0,0.0,1.8885511,0.6600888,0.0,1.2051951,1.2051951,1.3362877,0.38354802,0.0,0.38354802,0.38354802,1.2051951,0.0,0.0,1.4521697,0.0,0.38354802,0.0,0.0,0.6600888,0.6600888,0.87648743,0.6600888,0.38354802,0.0,0.38354802,0.6600888,0.0,0.87648743,0.0,0.6600888,0.6600888,0.6600888
cell_570,1.5212168,1.1133211,0.0,1.2685142,1.4028267,0.704199,1.4028267,0.0,1.6270627,0.41284654,0.0,0.41284654,2.098703,0.0,0.0,1.1133211,1.1133211,1.8904344,0.92953837,0.0,0.704199,0.0,1.5212168,0.704199,0.41284654,2.2709832,0.704199,0.0,0.41284654,0.92953837,0.0,0.0,0.704199,0.0,0.41284654,0.0,0.92953837,0.0,0.0,0.41284654,0.704199,0.41284654,2.1594877,0.704199
cell_571,1.2071215,0.0,0.0,0.6614182,0.87809336,1.6522908,1.7383044,0.6614182,1.0560793,0.38442472,0.38442472,0.0,2.6142352,0.87809336,0.0,2.0232372,0.6614182,1.0560793,0.0,0.0,1.4542763,0.38442472,1.0560793,0.6614182,0.6614182,1.3383152,0.0,0.38442472,0.38442472,0.87809336,0.38442472,0.0,0.6614182,0.6614182,0.6614182,0.0,1.2071215,0.38442472,0.87809336,0.38442472,0.0,1.0560793,1.3383152,0.0
cell_572,1.124889,0.0,0.8698628,0.8698628,0.8698628,2.0710208,1.4965957,0.5266744,0.0,0.5266744,0.0,0.0,1.878905,1.124889,0.0,2.4335585,1.7669615,0.8698628,0.0,0.0,0.0,0.0,1.3279146,0.0,0.0,1.7669615,0.0,0.0,0.5266744,0.5266744,1.124889,0.0,0.0,0.5266744,0.0,1.3279146,0.8698628,0.0,0.0,0.0,0.5266744,0.8698628,1.3279146,0.0
cell_573,1.1847106,0.0,0.0,1.0352436,0.37428266,1.7119007,1.0352436,0.37428266,0.8594428,0.64600116,0.0,0.37428266,2.549652,1.0352436,0.64600116,1.9317133,1.0352436,1.0352436,0.0,0.8594428,0.64600116,0.37428266,1.532899,0.37428266,0.0,1.532899,0.37428266,0.37428266,0.64600116,0.64600116,0.37428266,0.64600116,0.0,1.1847106,0.0,0.8594428,0.37428266,0.37428266,0.37428266,1.0352436,0.0,0.0,0.8594428,0.8594428
cell_574,0.9890353,0.0,0.0,0.6121105,0.6121105,2.1516318,1.9330041,0.0,0.0,0.0,0.0,0.6121105,2.3309312,0.9890353,0.0,1.802686,0.0,1.2621359,0.6121105,0.0,0.0,0.0,1.2621359,0.6121105,0.9890353,2.6747773,0.9890353,0.0,0.0,0.0,0.0,0.0,0.0,1.2621359,0.0,0.0,1.6528037,0.0,0.6121105,0.0,0.0,0.6121105,0.9890353,0.0
cell_575,0.81673324,0.0,0.0,0.81673324,0.0,1.2602178,1.566381,0.0,1.2602178,0.81673324,0.81673324,0.81673324,2.782362,0.81673324,0.0,1.8004514,1.2602178,0.81673324,0.0,0.0,0.0,0.0,0.0,0.81673324,0.0,2.2866247,0.0,0.81673324,0.0,0.81673324,0.81673324,0.0,0.81673324,0.0,0.0,0.81673324,0.81673324,1.2602178,0.0,0.0,0.0,0.0,0.81673324,0.0
cell_576,0.62880254,0.36303192,0.0,0.36303192,0.36303192,1.0118653,1.5971904,0.36303192,0.83856493,0.0,0.0,0.83856493,2.27764,1.2881551,0.0,1.6820967,0.62880254,1.0118653,0.0,0.36303192,0.83856493,0.0,0.83856493,0.83856493,0.62880254,2.5508041,0.0,0.0,0.0,1.5044005,0.0,0.0,0.36303192,0.62880254,0.0,0.36303192,0.0,0.0,0.36303192,0.0,0.0,0.83856493,1.4021118,0.83856493
cell_577,0.0,0.0,0.0,0.0,0.9512676,0.0,0.9512676,0.0,0.0,0.0,0.9512676,0.0,1.4298276,0.0,0.0,0.9512676,0.9512676,2.191089,0.0,0.0,0.9512676,0.9512676,0.9512676,0.0,0.9512676,0.9512676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4298276,0.0,0.9512676,0.0,0.0,0.0,0.0,1.4298276,0.9512676,0.0
cell_578,0.9676048,0.5965354,0.0,0.0,0.3421052,0.7991838,0.5965354,0.5965354,0.3421052,0.5965354,0.7991838,1.1117069,1.2376349,0.7991838,0.3421052,1.7740877,0.5965354,1.5414108,0.5965354,0.0,0.0,0.5965354,0.9676048,0.0,0.0,1.4500358,0.3421052,0.3421052,0.0,0.5965354,0.0,0.7991838,0.0,1.2376349,0.0,0.3421052,0.3421052,0.5965354,0.5965354,0.5965354,0.0,0.3421052,1.6251309,1.1117069
cell_579,0.84811234,0.0,0.0,0.84811234,0.0,1.7357746,0.5113958,0.0,0.5113958,0.0,1.0995624,0.0,1.8470267,1.3003194,0.0,1.4674332,0.0,1.8470267,0.5113958,0.5113958,1.4674332,1.3003194,0.84811234,0.0,0.0,2.336662,0.5113958,0.5113958,0.0,0.5113958,0.0,0.0,0.0,0.0,0.0,0.0,0.84811234,0.5113958,1.0995624,0.5113958,0.0,1.0995624,1.0995624,0.84811234
cell_580,1.1251668,0.0,0.0,0.71312886,0.0,1.1251668,0.0,0.0,0.71312886,0.0,0.0,0.0,2.5212402,0.0,0.0,2.2324762,0.0,0.71312886,0.71312886,0.0,0.0,1.6412197,1.6412197,0.0,0.0,1.6412197,0.0,0.0,0.0,0.0,0.0,1.4161192,0.0,0.0,1.1251668,0.0,0.71312886,0.0,0.0,0.0,0.71312886,0.0,1.979924,1.1251668
cell_581,1.2857531,0.0,0.36202294,1.5018204,0.36202294,1.1572456,0.8366827,0.0,0.36202294,0.6272551,0.36202294,0.0,2.439697,0.8366827,1.1572456,1.9611149,0.8366827,1.8301437,0.0,0.0,0.36202294,0.0,1.1572456,0.0,0.36202294,1.3996111,0.0,0.36202294,0.0,0.8366827,1.0097547,0.0,0.36202294,0.36202294,0.36202294,0.0,0.36202294,0.0,0.36202294,0.0,0.0,0.6272551,2.3605804,0.8366827
cell_582,1.4972771,0.0,0.0,1.1978546,0.768487,2.071788,0.768487,0.0,0.768487,0.768487,0.0,0.0,2.2077804,1.4972771,0.0,1.9143465,1.4972771,0.0,0.768487,0.0,0.0,0.768487,1.1978546,0.0,0.0,1.7273993,0.0,0.0,0.768487,0.0,0.0,0.0,0.0,1.1978546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9143465,0.0
cell_583,1.646741,0.0,0.0,0.7166242,0.7166242,1.4213064,1.4213064,0.0,0.0,0.94439775,0.0,0.42117754,2.9060214,0.94439775,0.42117754,1.7428831,0.7166242,1.1297941,0.42117754,0.0,0.42117754,0.42117754,2.1201715,0.7166242,0.0,2.440179,0.42117754,0.42117754,0.0,0.42117754,0.42117754,0.0,0.0,0.7166242,0.0,0.7166242,0.0,0.42117754,0.0,0.0,0.42117754,0.42117754,1.7428831,0.94439775
cell_584,0.7425065,0.7425065,0.0,1.4594487,1.1638978,1.1638978,1.5798411,0.43864053,0.7425065,0.0,0.0,0.0,2.3379679,0.43864053,0.43864053,0.7425065,1.9539598,0.9752361,0.0,0.0,0.43864053,0.0,0.9752361,0.0,0.43864053,1.784295,0.0,0.0,0.9752361,0.7425065,0.43864053,0.0,0.0,0.0,0.7425065,0.0,0.0,0.0,0.7425065,0.9752361,0.7425065,0.7425065,1.3225526,0.7425065
cell_585,0.0,0.0,0.0,1.7465583,0.6662724,1.5660846,1.0626163,0.0,0.0,0.6662724,0.0,0.0,2.5885577,1.899387,0.0,1.5660846,1.0626163,0.6662724,0.6662724,0.6662724,1.0626163,0.0,0.6662724,0.0,0.0,2.031926,0.6662724,0.6662724,1.3457063,1.0626163,0.0,0.6662724,0.0,0.0,0.6662724,0.6662724,0.6662724,0.6662724,0.6662724,0.6662724,0.0,0.0,1.0626163,0.6662724
cell_586,0.7395402,0.0,0.0,1.5368472,1.2683367,1.7483088,1.5368472,0.54811066,0.3111476,0.3111476,0.3111476,0.3111476,2.9383438,1.1600034,0.0,1.9747533,0.9001462,1.0384918,0.3111476,0.0,1.0384918,0.9001462,1.455101,0.0,0.9001462,1.5368472,0.3111476,0.0,0.7395402,0.54811066,0.3111476,0.3111476,0.0,0.0,0.3111476,0.3111476,0.54811066,0.3111476,0.0,0.0,0.3111476,0.3111476,1.922766,1.2683367
cell_587,0.9460337,0.0,0.71799403,1.2880723,0.71799403,1.1316061,0.9460337,0.0,0.42209807,0.0,0.42209807,0.0,1.9881343,0.9460337,0.0,0.71799403,1.1316061,1.6489018,0.42209807,0.0,0.42209807,0.0,0.0,0.42209807,0.0,1.913496,0.42209807,0.0,0.71799403,0.42209807,0.0,0.71799403,0.0,1.423337,0.0,0.71799403,0.42209807,0.42209807,0.0,0.0,0.42209807,1.2880723,1.8328344,0.71799403
cell_588,1.6596532,0.7958955,0.0,0.4751233,0.4751233,1.8677806,1.6596532,0.0,1.03838,1.03838,0.0,0.0,2.0399647,0.7958955,0.0,1.7691218,1.03838,0.4751233,0.0,0.4751233,1.03838,0.7958955,1.2333908,0.4751233,0.0,1.957574,0.4751233,0.0,0.0,1.2333908,0.0,0.0,0.0,0.7958955,0.4751233,0.7958955,0.4751233,0.0,0.7958955,1.03838,0.4751233,1.03838,1.6596532,0.0
cell_589,0.6236113,0.6236113,0.0,0.6236113,1.00478,1.00478,1.280089,0.0,0.6236113,0.6236113,0.6236113,0.0,2.353486,1.673026,1.00478,0.6236113,1.00478,1.00478,0.6236113,0.0,1.00478,0.0,0.0,0.6236113,0.0,2.6980302,0.0,0.0,0.0,0.6236113,0.0,1.00478,0.6236113,0.0,0.0,1.00478,0.6236113,1.00478,0.0,1.00478,0.0,0.0,1.673026,0.6236113
cell_590,0.38845226,0.0,0.0,1.2159457,0.0,1.2159457,1.5681101,0.0,0.0,0.38845226,0.0,0.66751814,2.554698,0.66751814,0.0,1.463921,1.463921,1.0642922,0.38845226,0.38845226,0.38845226,0.38845226,1.5681101,0.0,0.66751814,1.5681101,0.0,0.0,1.463921,0.8854561,0.0,0.66751814,0.0,0.38845226,0.0,0.0,0.66751814,0.66751814,0.38845226,0.66751814,0.38845226,0.66751814,2.2049549,0.0
cell_591,1.7031361,0.0,0.0,1.7031361,0.5587717,0.9151088,1.3848168,0.9151088,0.0,0.0,0.0,0.0,2.942572,0.5587717,0.5587717,1.9442213,0.9151088,1.3848168,0.0,0.0,1.1772912,0.5587717,0.0,0.0,0.0,1.5565891,0.0,0.0,0.5587717,0.5587717,1.3848168,0.5587717,0.0,0.0,0.0,0.0,0.5587717,0.5587717,0.0,0.5587717,0.0,1.1772912,0.0,0.9151088
cell_592,0.9221143,0.0,0.4087046,0.6980025,0.4087046,2.023304,0.6980025,0.4087046,1.1050808,0.4087046,0.0,0.0,2.4067059,0.9221143,0.0,1.7998387,0.4087046,1.3935685,0.0,0.4087046,0.6980025,0.0,1.7126809,0.4087046,0.0,1.7126809,0.0,0.4087046,0.0,0.9221143,0.0,0.0,0.0,0.4087046,0.0,0.0,1.1050808,0.0,0.0,0.0,0.0,0.6980025,1.8800051,0.4087046
cell_593,1.1813624,0.0,0.56129265,0.56129265,0.9186375,1.5612314,1.5612314,0.0,0.0,0.56129265,0.56129265,0.0,2.5685575,1.389227,0.0,1.5612314,1.707947,1.389227,0.0,0.0,1.1813624,0.56129265,1.389227,0.0,0.0,1.8358655,0.0,0.0,0.56129265,0.0,0.9186375,0.56129265,0.56129265,0.0,0.0,0.0,0.0,0.56129265,0.9186375,0.0,0.0,0.56129265,0.9186375,0.9186375
cell_594,1.2014271,0.57377386,0.0,1.7316054,0.0,1.5840718,1.410941,0.57377386,0.0,0.57377386,0.0,0.0,2.6514232,0.9360564,0.0,1.2014271,0.9360564,1.2014271,0.0,0.0,0.9360564,0.57377386,0.9360564,0.0,0.57377386,1.9740286,0.57377386,0.0,0.57377386,0.57377386,0.57377386,0.0,0.57377386,0.0,0.0,0.0,0.0,0.0,0.0,0.9360564,0.0,0.0,1.8601452,1.410941
cell_595,0.8675038,0.52501255,0.0,0.0,0.0,1.1221466,1.8754632,0.52501255,1.3249295,0.52501255,0.0,0.52501255,2.429852,1.1221466,0.8675038,1.976068,1.3249295,1.7635933,0.52501255,0.52501255,0.0,0.0,1.6376133,0.0,0.0,1.8754632,0.52501255,1.1221466,0.8675038,0.52501255,0.0,0.52501255,0.8675038,0.52501255,0.0,0.52501255,0.52501255,0.0,0.0,0.0,0.0,0.0,1.1221466,0.0
cell_596,0.49158254,1.5705742,0.0,1.5705742,0.819693,0.819693,1.2640154,0.0,1.0663316,0.819693,0.0,0.0,1.4289963,0.49158254,0.0,0.819693,0.49158254,0.819693,0.0,0.0,0.819693,0.0,0.0,0.0,0.0,1.4289963,0.0,0.0,0.0,0.819693,0.0,0.0,0.0,0.819693,0.0,0.819693,1.0663316,0.49158254,0.0,0.0,0.49158254,0.49158254,2.1539478,0.0
cell_597,0.0,0.0,0.0,0.7198986,1.1341242,1.9913408,0.7198986,0.7198986,0.7198986,0.0,0.0,0.7198986,1.9913408,0.7198986,0.0,0.7198986,0.0,0.0,0.0,0.0,0.7198986,0.0,1.1341242,0.7198986,1.1341242,1.8359556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1341242,0.7198986,0.0,0.7198986,0.7198986,0.0,1.1341242,0.7198986,0.7198986
cell_598,0.5295362,0.0,0.0,1.5020136,0.5295362,1.5020136,0.5295362,0.5295362,0.8739213,0.5295362,0.5295362,0.0,2.794789,0.5295362,0.5295362,1.5020136,1.1296048,1.1296048,0.0,0.0,0.5295362,0.0,1.8848181,0.5295362,0.0,2.9523945,0.5295362,0.5295362,0.0,1.1296048,0.5295362,0.8739213,0.0,0.8739213,1.333046,0.0,0.5295362,0.8739213,0.0,0.8739213,0.0,0.8739213,1.8848181,0.0
cell_599,1.5450274,0.0,0.0,1.5450274,0.0,1.4415132,0.6533793,0.0,0.6533793,0.37912968,0.37912968,0.0,2.1789715,0.37912968,0.37912968,1.0452291,1.0452291,1.1954553,0.37912968,0.0,0.37912968,0.0,1.1954553,0.0,0.0,2.893559,0.37912968,0.6533793,0.8683759,1.0452291,0.8683759,0.6533793,0.0,0.6533793,0.0,0.6533793,1.1954553,0.6533793,0.8683759,0.37912968,0.37912968,0.37912968,1.803546,0.0
cell_600,1.8581604,0.7335144,0.0,2.2678993,0.0,1.8581604,1.1520811,0.0,1.1520811,0.0,0.0,0.0,2.7127738,0.7335144,0.0,1.6732658,1.4462502,1.1520811,0.0,0.0,1.4462502,0.7335144,1.1520811,0.0,0.0,1.1520811,0.7335144,0.0,0.0,1.1520811,0.7335144,0.7335144,0.0,0.7335144,0.0,0.0,0.0,1.1520811,0.0,0.7335144,0.0,0.0,2.2678993,0.0
cell_601,1.3861016,0.2876178,0.2876178,1.3861016,0.5107228,1.3861016,0.9806686,0.0,0.9806686,0.6930187,0.0,0.2876178,2.6853378,0.2876178,0.2876178,1.2037929,1.2037929,0.2876178,0.0,0.2876178,0.9806686,0.2876178,1.2037929,0.6930187,0.2876178,1.7915453,0.0,0.2876178,0.6930187,0.847151,0.5107228,0.5107228,0.0,0.6930187,0.2876178,0.2876178,0.847151,0.2876178,0.2876178,0.2876178,0.2876178,0.9806686,1.4661393,0.5107228
cell_602,0.878069,0.5324644,0.0,0.878069,0.0,1.3382845,0.878069,0.5324644,0.0,0.0,0.0,0.5324644,2.0833395,0.5324644,0.5324644,0.878069,0.0,1.1344211,0.5324644,0.878069,0.878069,0.0,1.1344211,0.0,0.0,2.2446904,0.0,0.0,0.5324644,0.0,0.0,0.5324644,0.5324644,0.0,0.5324644,0.0,0.5324644,0.0,0.0,0.878069,0.5324644,1.1344211,1.5075428,0.5324644
cell_603,1.0524293,0.0,0.65871143,0.65871143,0.0,1.8861306,0.65871143,0.0,0.0,0.0,0.0,0.65871143,1.8861306,0.65871143,0.0,1.0524293,0.65871143,1.3341856,0.0,0.65871143,1.0524293,0.0,0.65871143,0.0,0.0,2.3343751,0.0,0.65871143,0.65871143,1.0524293,0.0,0.0,0.0,0.0,0.65871143,0.65871143,0.0,0.0,0.0,0.65871143,0.0,0.0,0.0,0.0
cell_604,0.7812337,0.0,0.46504298,1.2144172,0.7812337,1.9345351,1.5156755,0.0,1.2144172,0.0,1.0211003,0.7812337,2.721952,0.46504298,0.0,1.9345351,1.2144172,0.7812337,0.0,0.0,0.46504298,1.0211003,1.8451017,0.46504298,0.7812337,1.9345351,0.0,0.7812337,0.46504298,0.0,1.0211003,1.0211003,0.0,1.0211003,0.46504298,0.46504298,1.6379434,0.0,0.0,1.0211003,0.46504298,0.46504298,1.9345351,0.0
cell_605,0.0,0.0,0.0,1.1715007,0.74830544,1.6962875,1.6962875,0.74830544,0.0,1.1715007,0.0,0.0,3.1470926,0.0,0.0,2.1740594,0.0,0.0,0.0,0.0,1.1715007,0.74830544,1.4679313,0.0,1.1715007,1.8820691,0.0,0.0,1.1715007,0.74830544,0.0,1.1715007,0.0,0.0,0.0,0.74830544,0.0,1.1715007,0.0,0.0,0.0,0.0,1.1715007,0.74830544
cell_606,0.95885354,0.0,0.42933437,1.5589112,0.95885354,1.7623498,0.72874075,0.0,0.72874075,0.0,0.42933437,0.0,2.4148827,0.72874075,0.42933437,2.3657687,1.4392207,1.665795,0.72874075,0.42933437,0.42933437,0.42933437,1.5589112,0.0,0.42933437,2.2020485,0.0,0.42933437,0.42933437,0.0,0.95885354,0.42933437,0.0,0.0,0.42933437,0.0,0.95885354,0.0,0.0,0.72874075,0.42933437,0.72874075,1.8503972,0.0
cell_607,1.365344,0.0,0.0,0.7732644,0.0,1.734715,1.0116891,0.0,1.0116891,0.0,0.4595833,0.0,2.1499448,0.7732644,0.0,1.0116891,0.7732644,1.365344,0.4595833,0.0,0.7732644,0.0,1.365344,0.4595833,0.0,1.8326977,0.0,0.7732644,0.4595833,0.4595833,0.7732644,1.0116891,0.4595833,0.4595833,0.4595833,0.0,0.7732644,0.4595833,0.0,0.4595833,0.7732644,0.7732644,1.5041851,0.4595833
cell_608,1.3609198,0.0,0.0,0.9772039,0.34660226,0.34660226,1.7150216,0.6035005,0.0,0.0,0.34660226,0.34660226,2.1349442,0.34660226,0.0,1.4618732,0.6035005,0.9772039,0.0,0.34660226,0.34660226,0.9772039,1.3609198,0.6035005,0.0,1.7869228,0.0,0.0,0.6035005,0.6035005,0.34660226,0.6035005,0.34660226,0.34660226,0.0,0.34660226,0.8077083,0.34660226,0.34660226,0.8077083,0.0,0.9772039,0.8077083,0.8077083
cell_609,1.5788908,0.0,0.0,0.0,0.8255741,0.0,0.0,0.8255741,0.0,0.0,0.0,0.0,1.2715517,0.8255741,0.8255741,2.5296187,0.8255741,2.6269784,0.8255741,0.0,0.8255741,0.0,0.8255741,0.0,0.0,0.0,0.0,0.0,0.8255741,0.0,0.8255741,0.0,0.0,0.0,0.8255741,0.0,0.0,0.8255741,0.0,0.8255741,0.0,0.0,1.2715517,1.2715517
cell_610,1.1062641,0.0,0.0,0.6988916,0.0,1.1062641,1.1062641,0.6988916,0.6988916,0.0,0.0,0.0,2.5755289,1.9557376,0.0,1.6186131,0.6988916,0.0,0.0,0.6988916,1.1062641,1.1062641,0.6988916,1.1062641,0.0,2.2074142,0.0,0.0,0.0,0.6988916,1.3948987,0.0,0.6988916,0.0,0.0,0.0,0.0,0.6988916,0.0,0.0,0.6988916,0.0,1.9557376,1.1062641
cell_611,0.9944149,0.0,0.0,1.1850518,0.44961858,0.9944149,0.44961858,0.44961858,0.44961858,0.0,0.44961858,0.0,2.310893,1.4830319,0.0,0.44961858,1.7123036,1.3451,0.0,0.0,0.44961858,0.0,0.44961858,0.44961858,0.0,1.6042241,0.0,0.0,0.44961858,1.4830319,0.44961858,1.3451,0.7586672,0.9944149,0.0,0.0,0.7586672,0.0,0.0,0.7586672,0.7586672,0.44961858,0.7586672,0.0
cell_612,0.0,0.48983365,0.0,1.4255688,0.48983365,1.6908913,1.0633768,0.0,1.5670038,0.0,0.0,0.48983365,1.900375,1.2607819,0.0,1.4255688,1.2607819,1.4255688,0.0,0.0,0.48983365,0.0,1.6908913,0.48983365,0.48983365,0.81717265,0.48983365,0.0,0.0,0.81717265,0.48983365,0.48983365,0.48983365,0.0,0.0,0.0,0.81717265,0.48983365,0.0,0.0,0.81717265,0.81717265,1.5670038,1.4255688
cell_613,0.0,0.0,0.86113894,1.1147417,0.52053446,0.86113894,0.86113894,0.52053446,0.0,0.86113894,0.52053446,0.0,1.8661578,0.0,0.0,1.6287621,0.0,0.52053446,0.86113894,0.0,0.0,0.0,1.3168658,0.0,0.0,0.52053446,0.0,0.86113894,0.0,0.86113894,0.0,0.0,0.0,0.86113894,0.0,0.52053446,0.52053446,0.0,0.52053446,0.52053446,0.0,0.86113894,1.3168658,0.86113894
cell_614,0.8236535,0.0,0.0,1.269092,0.8236535,0.0,1.5761771,0.8236535,0.0,0.0,0.0,0.0,2.160199,0.0,0.0,1.5761771,1.8107842,1.5761771,0.0,1.5761771,0.8236535,0.0,0.8236535,0.8236535,0.0,1.269092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8236535,1.269092,0.0,0.0,0.0,0.0,0.8236535,1.5761771,0.8236535
cell_615,1.1335447,0.0,0.5319311,1.9906031,1.3373313,1.3373313,0.877314,0.0,0.5319311,0.0,0.0,0.0,2.756621,1.1335447,0.0,0.877314,1.1335447,1.6512127,0.5319311,0.0,0.0,0.0,1.6512127,0.5319311,0.0,2.315384,0.0,0.0,1.506537,0.5319311,0.0,0.877314,0.0,0.5319311,0.5319311,1.3373313,1.3373313,1.1335447,0.5319311,0.0,0.0,0.5319311,2.0822082,0.0
cell_616,0.8010127,0.34306848,0.0,1.3519247,0.0,1.8437902,1.7050967,0.34306848,0.5980288,0.34306848,0.5980288,0.34306848,2.4545245,0.8010127,0.5980288,2.2611973,1.6277989,1.7050967,0.34306848,0.0,0.5980288,0.0,0.9696651,0.5980288,0.34306848,2.021315,0.34306848,0.34306848,0.8010127,1.1139364,0.0,0.0,0.0,1.1139364,0.0,0.5980288,0.8010127,0.34306848,0.0,0.8010127,0.34306848,1.5440217,1.6277989,0.8010127
cell_617,0.77427226,0.46027306,0.0,0.0,0.77427226,1.2053797,1.2053797,0.0,0.46027306,0.0,0.46027306,0.46027306,1.6275815,0.0,0.0,1.736256,1.3667376,1.3667376,0.0,0.46027306,0.77427226,1.2053797,1.01288,0.0,0.46027306,2.33719,0.46027306,0.46027306,0.46027306,0.77427226,0.0,0.46027306,0.0,0.46027306,0.0,0.77427226,0.0,0.46027306,0.0,1.01288,0.46027306,1.01288,1.9235281,1.2053797
cell_618,0.9639637,0.9639637,0.43223014,0.0,0.9639637,1.4455388,0.43223014,0.7330308,0.0,0.0,0.0,0.0,2.0133386,1.9383943,0.0,0.7330308,1.1514447,2.0133386,0.43223014,0.0,0.0,0.7330308,0.43223014,0.43223014,0.0,0.43223014,0.0,0.43223014,0.43223014,0.9639637,0.7330308,1.3092643,0.0,0.9639637,0.0,0.43223014,0.43223014,0.0,0.0,0.0,0.0,0.9639637,1.1514447,0.43223014
cell_619,0.73920083,0.73920083,0.0,1.8673779,1.1595576,1.6821389,0.97130597,0.436402,0.436402,0.0,0.0,0.0,2.3322623,0.73920083,0.97130597,1.3179226,1.6821389,1.1595576,0.0,0.436402,0.97130597,0.0,1.7790415,0.0,0.0,1.7790415,0.0,0.436402,1.1595576,0.0,0.97130597,0.436402,0.0,0.0,0.97130597,0.436402,1.1595576,0.436402,0.0,0.0,0.436402,0.73920083,0.73920083,0.0
cell_620,0.819356,0.49134862,0.49134862,0.819356,0.819356,0.819356,0.49134862,0.49134862,0.0,0.49134862,0.0,0.49134862,2.705341,0.0,0.49134862,1.8043717,1.5700971,1.0659367,0.49134862,0.819356,1.0659367,0.0,1.0659367,0.49134862,0.49134862,1.903699,0.0,0.49134862,0.49134862,1.0659367,0.819356,0.0,0.49134862,0.49134862,0.0,0.0,0.819356,0.49134862,0.0,0.819356,0.49134862,0.49134862,1.6940793,0.49134862
cell_621,0.82565975,0.0,0.0,0.49572825,0.0,1.7032658,1.0733218,0.49572825,0.49572825,0.82565975,0.49572825,0.0,2.3009543,0.82565975,0.0,1.7032658,1.0733218,0.0,0.49572825,0.49572825,0.82565975,0.49572825,0.82565975,0.49572825,0.0,1.7032658,0.0,0.0,0.49572825,0.49572825,0.82565975,0.0,0.49572825,0.82565975,0.49572825,0.0,1.4370984,0.49572825,0.0,0.49572825,0.82565975,1.2716614,1.4370984,0.82565975
cell_622,0.85097593,0.0,0.0,0.5134017,0.5134017,1.3039619,1.4712852,0.0,0.5134017,0.0,0.0,0.0,1.4712852,0.85097593,0.0,1.6145835,1.102902,1.3039619,0.5134017,0.5134017,1.102902,0.5134017,0.85097593,0.0,0.85097593,0.85097593,0.0,0.0,0.0,0.85097593,0.0,0.85097593,0.0,0.5134017,1.102902,0.5134017,0.5134017,0.5134017,0.0,0.0,0.0,0.85097593,1.3039619,0.0
cell_623,1.1258065,0.5272307,0.0,0.87065214,0.0,1.8800559,0.5272307,0.0,0.87065214,0.0,0.0,0.0,2.1560059,0.0,0.5272307,1.9807401,1.1258065,1.1258065,0.0,0.0,0.5272307,0.0,0.0,0.0,0.5272307,1.8800559,0.5272307,0.0,0.0,0.5272307,0.5272307,1.1258065,0.0,0.87065214,0.5272307,0.87065214,1.3289131,0.5272307,0.5272307,1.3289131,0.5272307,0.5272307,0.87065214,0.87065214
cell_624,1.3420198,0.0,0.4481114,0.9917911,1.1821603,1.3420198,1.1821603,0.7564534,0.4481114,0.4481114,0.0,0.4481114,1.8951476,0.7564534,0.4481114,1.8951476,2.0521007,0.9917911,0.0,0.4481114,0.0,0.4481114,1.7088894,0.4481114,0.4481114,2.4138002,0.0,0.0,0.4481114,0.4481114,0.0,0.9917911,0.4481114,0.7564534,0.0,0.0,0.0,0.0,0.0,0.4481114,1.3420198,0.4481114,2.2492154,0.0
